people_ID,Infect_Prob
5942,52.71686
18664,53.76496
5603,50.077133
5649,51.810932
5099,50.798637
18749,52.554615
5228,51.14714
5559,50.078983
5220,52.87462
5476,51.03357
5260,50.230385
17638,51.75044
18635,52.176357
18794,54.903423
5263,49.569138
17680,59.14899
18030,51.872063
18090,51.80732
18455,49.553318
18155,51.422928
18116,55.27597
18144,51.74865
5218,54.283722
5386,52.00786
18105,59.268497
5735,50.343037
5900,52.004154
18391,52.81784
5786,52.167194
18639,49.822502
17984,51.518597
18274,52.015644
5425,49.83398
6076,50.617428
18545,52.429962
17697,55.478676
6137,50.830364
6083,51.855576
17730,51.7684
5896,53.517597
18906,49.62261
17808,52.72456
6078,51.436306
5516,50.706207
18093,51.809204
6120,52.333595
18154,51.32675
17935,51.617115
18769,62.536407
18264,52.009712
18076,48.572166
18035,50.53515
18051,49.480137
18676,51.54632
5332,49.372337
5898,54.215622
18370,51.107876
17706,49.238304
5198,52.005226
18360,51.70655
18240,53.2089
18691,51.39869
5768,52.61377
18315,49.84923
18776,50.965775
6225,50.33335
17983,54.91471
17973,52.925014
5805,53.8837
5500,52.219437
5305,50.84163
18243,51.075
5169,51.47225
5258,52.791714
17810,59.496826
5714,51.64741
6070,51.39157
5959,54.96763
18771,52.85889
17765,52.122116
18822,51.86113
17735,55.326813
17966,52.714752
18861,51.199078
18236,50.44006
18750,67.137184
17809,56.56486
6049,49.660275
18465,49.22492
6201,51.40507
18877,51.933617
5087,49.342422
17742,50.921684
17941,58.02763
18421,52.236412
18489,52.26153
6299,54.80372
18428,51.70433
5563,60.45512
18796,54.283722
5849,49.16943
5661,52.096493
5893,51.519424
5378,54.24992
5622,51.9553
5823,49.70812
18521,49.69784
5502,49.808796
18785,49.71644
17783,51.799305
18424,58.595497
18147,51.98664
18881,55.9623
18851,51.133408
17686,51.695694
5100,51.19499
5213,49.340187
18252,49.918762
5576,48.945576
18050,49.783512
5875,49.630615
6059,49.341465
18599,51.177437
5173,50.48768
5461,51.068687
5151,64.321815
5266,50.622334
5514,54.283722
5224,52.26915
18069,48.97093
5587,49.90824
17874,51.307194
5536,52.01504
5215,52.217144
5400,60.662354
17857,49.553986
6043,54.283722
18330,49.30569
18333,49.6764
17788,49.575443
18332,62.752216
17836,49.752163
5247,49.667507
5922,49.652603
18641,61.799664
5951,62.321835
18807,50.342896
18293,60.3895
18775,52.818745
5601,49.88934
5102,51.775024
18464,49.773563
17713,52.56092
18557,52.527855
18854,49.299255
18401,51.85393
18699,59.865837
5706,59.216618
5747,50.743103
5496,49.39878
18308,52.24095
5345,52.78106
18525,49.146072
18258,58.323967
6062,51.806522
17921,52.03794
5303,49.379814
18592,49.421494
5814,49.56036
18805,52.875156
5910,49.290295
5201,50.46168
5724,62.677288
17693,49.552162
5407,51.898796
18617,50.80315
18173,51.78584
18875,49.049084
5225,49.49133
5858,49.440308
5091,51.592373
5254,51.491833
18801,49.879368
6009,49.43772
18149,50.941936
6105,51.007874
5974,48.800396
17967,54.283722
5781,49.74806
5834,49.8104
17683,49.78332
5338,50.041546
18400,57.87376
18633,49.533176
6162,49.25548
18598,49.808453
5212,49.620064
18731,50.52818
18177,49.83785
5232,54.064095
5753,49.303215
5118,50.229042
18055,56.011604
18151,61.438816
5572,49.577053
18502,52.67017
18178,49.5602
6276,50.201332
5226,61.710476
18411,52.598373
6134,48.901863
5177,49.26046
18031,49.24839
17853,49.72149
6171,49.64338
5725,62.272038
6282,50.91699
18762,51.83829
17909,49.38843
18357,51.288326
5981,49.65497
5862,49.19294
18461,49.877693
5275,51.065506
6084,49.663864
18403,49.123035
17856,52.005196
17723,49.754196
6103,49.00402
17897,50.141228
6042,49.473797
6219,61.670803
5697,55.658287
18636,60.483456
5343,49.78171
5994,49.193836
5956,55.80296
5666,51.72789
18791,49.530357
5686,49.20934
6027,48.84175
5751,49.014713
18812,60.932796
18688,52.43262
18441,55.662094
5508,49.20989
5889,49.431976
5843,49.687794
5459,49.27674
18141,50.01813
18757,61.433907
6313,51.920216
6032,56.94849
18475,49.410156
17702,52.024822
5815,49.333347
18816,49.82707
18589,49.57413
17738,49.15301
18553,51.4363
5538,51.025208
18472,49.32928
5453,49.007824
18026,49.50441
18409,49.431652
5444,48.749832
17965,49.381737
18541,49.53607
5371,52.348583
6051,49.780285
18882,52.042614
5108,49.318035
6005,56.60212
5380,48.7883
6151,49.41592
18195,49.303093
17695,50.18691
5101,49.72758
5255,49.269592
5579,49.400425
18509,49.036823
5257,49.38394
6310,54.878365
5431,49.360897
17703,49.37619
18316,50.9337
5174,49.156815
18337,51.864563
18515,49.812737
17993,54.61946
6232,49.536674
5339,49.04194
5972,51.598125
6097,49.33573
5130,49.65335
5934,49.66682
17646,55.415047
5803,48.948692
18134,66.51256
18301,52.372402
18071,49.086494
5973,48.886765
17972,59.432655
6212,60.858612
17886,52.176476
18584,48.94015
18027,58.25371
5093,48.77365
5817,50.744267
5519,49.776894
18127,51.252728
6144,48.792744
5430,49.48789
6179,49.251343
5921,48.788853
5788,48.9612
17960,51.4848
5682,49.76449
5713,50.08831
18735,49.608112
18693,49.521408
6256,49.791847
18064,49.60212
18302,49.176292
5620,48.798275
18010,49.440365
18647,49.378723
5749,49.43701
18286,49.159378
5381,49.47363
6012,50.549007
18043,49.360443
18845,54.284454
17736,48.898087
17919,51.232838
5297,48.736504
17651,49.506275
5109,49.31217
5756,49.61711
17628,49.329796
6237,49.341125
18407,49.16231
5157,49.38738
17902,49.747803
18650,49.207603
5589,48.75644
6010,49.093807
18792,49.167595
17932,49.096603
18568,49.187107
17684,48.9187
5573,49.455
17685,49.53959
5948,57.002594
5469,49.219025
18736,61.55777
17664,49.47926
6319,58.668953
5421,51.933815
18648,50.862267
18369,57.295227
6065,48.976368
18486,49.53579
5259,48.740017
18524,66.88345
17774,48.858498
5955,49.234608
17701,49.252087
6312,49.165237
18094,49.549404
17647,49.636505
5515,54.160736
18087,49.216385
18278,48.904057
18868,49.820606
18764,49.16943
5478,48.72888
6091,48.985363
18358,48.884735
18570,55.252743
17994,49.040318
17931,48.7847
18476,48.702766
6314,49.476704
5727,54.168564
5879,54.13724
6240,48.651344
17663,49.723644
18457,62.89698
18562,49.325043
17908,62.2617
18183,51.518475
5203,49.043205
18658,49.42003
18745,49.48903
17889,48.90234
5185,59.440277
6161,48.96883
5833,49.26359
5348,49.235977
6261,49.612625
5841,48.693066
5503,48.916065
5187,49.174984
18789,49.15074
5674,50.046124
18768,50.13333
18430,48.821968
5931,48.859695
18787,56.78905
5284,48.698746
18544,49.664886
18726,49.82651
17907,48.77317
17850,48.741745
18073,48.795948
5631,48.746746
6190,48.775257
5482,48.71531
18865,49.27708
18700,50.454456
6234,54.283722
5689,48.790565
18585,49.287014
17674,49.812447
17875,63.651787
5997,49.14485
5405,48.932518
18201,55.48044
18575,49.482563
5196,49.104874
17709,54.65626
5687,48.728405
6284,54.182888
6140,48.946968
18352,48.76252
17718,49.1709
6247,48.955845
18578,48.999027
18135,48.773552
6052,55.35593
5132,49.230278
5846,48.789864
5138,54.283722
5149,48.73977
6321,48.747654
18115,49.090668
5688,48.686264
5748,48.846416
17793,48.77086
5855,51.939087
6305,60.95195
18085,49.270233
5404,54.45771
5870,48.713474
18866,48.686813
5957,48.793133
18138,48.60876
6246,48.647766
18643,48.67883
6210,64.49262
17843,49.46897
18260,48.653294
5667,63.509922
18661,49.06166
18319,48.665886
5762,48.598843
17727,49.59547
18853,48.74749
6251,54.398518
18710,48.894615
18809,61.082287
6067,48.478695
6138,48.829304
5374,48.7126
18408,58.985554
5331,48.901768
5194,48.743046
18692,60.839386
18668,48.736412
5296,48.494823
5546,48.996635
5442,48.66842
5699,48.686806
18255,57.793922
5744,48.66952
18169,56.697964
18343,48.77159
17626,48.66528
17878,61.406845
5474,48.579582
18653,62.432335
5137,48.517178
5602,49.17606
5907,48.788654
5779,48.703426
